dataset,regime,model,alpha,gamma,seed,rounds,tail,diverged,death_round,overall_tail,worst_group,worst_group_tail,group_tail_White,group_tail_Black,group_tail_Asian-Pac-Islander,group_tail_Amer-Indian-Eskimo,group_tail_Other,file
adult,infeasible,fedavot_cvar,0.30,0.30,2,4000,500,0,,0.221074,White,0.361206,0.361206,0.201386,0.310725,0.164179,0.0678768,adult_infeasible_fedavot_cvar_a0.30_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.30,3,4000,500,0,,0.221461,White,0.362355,0.362355,0.201887,0.309613,0.165642,0.0678083,adult_infeasible_fedavot_cvar_a0.30_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.30,4,4000,500,0,,0.222005,White,0.366492,0.366492,0.20259,0.304836,0.170243,0.0658665,adult_infeasible_fedavot_cvar_a0.30_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.40,0,4000,500,0,,0.218959,White,0.364104,0.364104,0.199586,0.308758,0.161016,0.0613338,adult_infeasible_fedavot_cvar_a0.30_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.40,1,4000,500,0,,0.21851,White,0.363952,0.363952,0.196656,0.30836,0.162381,0.0612016,adult_infeasible_fedavot_cvar_a0.30_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.40,2,4000,500,0,,0.218316,White,0.362762,0.362762,0.198468,0.311184,0.158857,0.060311,adult_infeasible_fedavot_cvar_a0.30_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.40,3,4000,500,0,,0.218714,White,0.363677,0.363677,0.199233,0.310236,0.15985,0.0605735,adult_infeasible_fedavot_cvar_a0.30_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.40,4,4000,500,0,,0.219303,White,0.367852,0.367852,0.19977,0.305492,0.164379,0.0590199,adult_infeasible_fedavot_cvar_a0.30_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.50,0,4000,500,0,,0.216535,White,0.365614,0.365614,0.196649,0.309644,0.1556,0.0551656,adult_infeasible_fedavot_cvar_a0.30_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.50,1,4000,500,0,,0.216004,White,0.365236,0.365236,0.193822,0.309604,0.156364,0.0549936,adult_infeasible_fedavot_cvar_a0.30_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.50,2,4000,500,0,,0.215855,White,0.364305,0.364305,0.195376,0.312257,0.153523,0.0538106,adult_infeasible_fedavot_cvar_a0.30_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.50,3,4000,500,0,,0.216305,White,0.365117,0.365117,0.196505,0.31129,0.15412,0.0544909,adult_infeasible_fedavot_cvar_a0.30_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.50,4,4000,500,0,,0.216925,White,0.36934,0.36934,0.19697,0.306522,0.158599,0.053196,adult_infeasible_fedavot_cvar_a0.30_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.60,0,4000,500,0,,0.214219,White,0.366993,0.366993,0.193338,0.311317,0.149874,0.0495737,adult_infeasible_fedavot_cvar_a0.30_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.60,1,4000,500,0,,0.213685,White,0.366566,0.366566,0.190621,0.311574,0.150277,0.04939,adult_infeasible_fedavot_cvar_a0.30_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.60,2,4000,500,0,,0.213577,White,0.365707,0.365707,0.191939,0.314144,0.147937,0.0481588,adult_infeasible_fedavot_cvar_a0.30_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.60,3,4000,500,0,,0.214024,White,0.36656,0.36656,0.193238,0.313129,0.148094,0.0491004,adult_infeasible_fedavot_cvar_a0.30_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.60,4,4000,500,0,,0.21458,White,0.370621,0.370621,0.193534,0.308342,0.152495,0.0479069,adult_infeasible_fedavot_cvar_a0.30_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.70,0,4000,500,0,,0.21194,White,0.368519,0.368519,0.189438,0.313829,0.143461,0.0444545,adult_infeasible_fedavot_cvar_a0.30_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.70,1,4000,500,0,,0.211501,White,0.368061,0.368061,0.186956,0.3144,0.143789,0.0442984,adult_infeasible_fedavot_cvar_a0.30_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.70,2,4000,500,0,,0.211443,White,0.367317,0.367317,0.188028,0.316846,0.141973,0.0430514,adult_infeasible_fedavot_cvar_a0.30_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.70,3,4000,500,0,,0.21184,White,0.368169,0.368169,0.189462,0.315664,0.141695,0.0442102,adult_infeasible_fedavot_cvar_a0.30_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.70,4,4000,500,0,,0.212276,White,0.371858,0.371858,0.189403,0.311004,0.145998,0.043117,adult_infeasible_fedavot_cvar_a0.30_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.80,0,4000,500,0,,0.209856,White,0.370623,0.370623,0.185344,0.316577,0.136976,0.0397588,adult_infeasible_fedavot_cvar_a0.30_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.80,1,4000,500,0,,0.209548,White,0.370272,0.370272,0.183053,0.31759,0.136936,0.0398897,adult_infeasible_fedavot_cvar_a0.30_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.80,2,4000,500,0,,0.209593,White,0.369557,0.369557,0.184119,0.319874,0.135722,0.0386933,adult_infeasible_fedavot_cvar_a0.30_g0.80_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.80,3,4000,500,0,,0.209855,White,0.370394,0.370394,0.185452,0.318293,0.135269,0.0398657,adult_infeasible_fedavot_cvar_a0.30_g0.80_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.80,4,4000,500,0,,0.210113,White,0.373695,0.373695,0.184947,0.313942,0.139117,0.0388663,adult_infeasible_fedavot_cvar_a0.30_g0.80_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.90,0,4000,500,0,,0.208212,White,0.373885,0.373885,0.181386,0.319878,0.130241,0.0356702,adult_infeasible_fedavot_cvar_a0.30_g0.90_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.90,1,4000,500,0,,0.208022,White,0.373456,0.373456,0.179432,0.321037,0.130289,0.0358975,adult_infeasible_fedavot_cvar_a0.30_g0.90_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.90,2,4000,500,0,,0.208139,White,0.372797,0.372797,0.180291,0.323329,0.129576,0.0347018,adult_infeasible_fedavot_cvar_a0.30_g0.90_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.90,3,4000,500,0,,0.208282,White,0.373747,0.373747,0.181565,0.3214,0.128659,0.0360395,adult_infeasible_fedavot_cvar_a0.30_g0.90_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.90,4,4000,500,0,,0.20835,White,0.376595,0.376595,0.180746,0.317122,0.132215,0.0350731,adult_infeasible_fedavot_cvar_a0.30_g0.90_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,1.00,0,4000,500,0,,0.207451,White,0.378738,0.378738,0.177632,0.326246,0.122677,0.0319608,adult_infeasible_fedavot_cvar_a0.30_g1.00_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,1.00,1,4000,500,0,,0.207404,White,0.377957,0.377957,0.176328,0.327636,0.122979,0.0321195,adult_infeasible_fedavot_cvar_a0.30_g1.00_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,1.00,2,4000,500,0,,0.20753,White,0.377404,0.377404,0.176948,0.32956,0.122766,0.0309709,adult_infeasible_fedavot_cvar_a0.30_g1.00_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,1.00,3,4000,500,0,,0.207543,White,0.378558,0.378558,0.178172,0.327176,0.121377,0.0324318,adult_infeasible_fedavot_cvar_a0.30_g1.00_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,1.00,4,4000,500,0,,0.207472,White,0.380953,0.380953,0.176878,0.323392,0.124661,0.031478,adult_infeasible_fedavot_cvar_a0.30_g1.00_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.10,0,4000,500,0,,0.227186,White,0.361713,0.361713,0.197686,0.303148,0.175766,0.0976182,adult_infeasible_fedavot_cvar_a0.40_g0.10_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.10,1,4000,500,0,,0.225654,White,0.361215,0.361215,0.193783,0.30366,0.176026,0.0935866,adult_infeasible_fedavot_cvar_a0.40_g0.10_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.10,2,4000,500,0,,0.226218,White,0.359191,0.359191,0.195531,0.305814,0.174449,0.096103,adult_infeasible_fedavot_cvar_a0.40_g0.10_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.10,3,4000,500,0,,0.227064,White,0.360859,0.360859,0.196159,0.304931,0.177275,0.096095,adult_infeasible_fedavot_cvar_a0.40_g0.10_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.10,4,4000,500,0,,0.227097,White,0.365733,0.365733,0.197342,0.299248,0.180654,0.092506,adult_infeasible_fedavot_cvar_a0.40_g0.10_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.20,0,4000,500,0,,0.221685,White,0.362493,0.362493,0.194753,0.303349,0.170804,0.0770265,adult_infeasible_fedavot_cvar_a0.40_g0.20_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.20,1,4000,500,0,,0.220701,White,0.361821,0.361821,0.19111,0.304011,0.17138,0.0751826,adult_infeasible_fedavot_cvar_a0.40_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.20,2,4000,500,0,,0.220914,White,0.359974,0.359974,0.192776,0.306204,0.169966,0.0756488,adult_infeasible_fedavot_cvar_a0.40_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.20,3,4000,500,0,,0.221365,White,0.361623,0.361623,0.193493,0.305309,0.171704,0.0746974,adult_infeasible_fedavot_cvar_a0.40_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.20,4,4000,500,0,,0.221764,White,0.366315,0.366315,0.194458,0.299722,0.175121,0.0732053,adult_infeasible_fedavot_cvar_a0.40_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.30,0,4000,500,0,,0.218374,White,0.363523,0.363523,0.192024,0.304026,0.16531,0.0669884,adult_infeasible_fedavot_cvar_a0.40_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.30,1,4000,500,0,,0.217644,White,0.362645,0.362645,0.188697,0.304689,0.166507,0.0656818,adult_infeasible_fedavot_cvar_a0.40_g0.30_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.30,2,4000,500,0,,0.217689,White,0.361033,0.361033,0.190116,0.30712,0.164576,0.0655981,adult_infeasible_fedavot_cvar_a0.40_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.30,3,4000,500,0,,0.2181,White,0.36267,0.36267,0.191152,0.306019,0.165786,0.0648708,adult_infeasible_fedavot_cvar_a0.40_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.30,4,4000,500,0,,0.218537,White,0.367133,0.367133,0.191704,0.300574,0.169379,0.0638922,adult_infeasible_fedavot_cvar_a0.40_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.40,0,4000,500,0,,0.215766,White,0.364702,0.364702,0.189549,0.305216,0.159611,0.0597525,adult_infeasible_fedavot_cvar_a0.40_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.40,1,4000,500,0,,0.215115,White,0.363772,0.363772,0.186406,0.305915,0.160917,0.0585627,adult_infeasible_fedavot_cvar_a0.40_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.40,2,4000,500,0,,0.215138,White,0.362391,0.362391,0.187779,0.308399,0.158976,0.0581454,adult_infeasible_fedavot_cvar_a0.40_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.40,3,4000,500,0,,0.215505,White,0.364054,0.364054,0.188908,0.307113,0.159555,0.0578961,adult_infeasible_fedavot_cvar_a0.40_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.40,4,4000,500,0,,0.215945,White,0.368121,0.368121,0.189198,0.30198,0.163214,0.0572131,adult_infeasible_fedavot_cvar_a0.40_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.50,0,4000,500,0,,0.213519,White,0.366172,0.366172,0.187168,0.306749,0.153859,0.0536457,adult_infeasible_fedavot_cvar_a0.40_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.50,1,4000,500,0,,0.212937,White,0.365187,0.365187,0.184266,0.307658,0.154921,0.0526519,adult_infeasible_fedavot_cvar_a0.40_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.50,2,4000,500,0,,0.212997,White,0.364001,0.364001,0.185611,0.310094,0.153315,0.0519635,adult_infeasible_fedavot_cvar_a0.40_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.50,3,4000,500,0,,0.213346,White,0.365539,0.365539,0.186835,0.30876,0.153299,0.0522964,adult_infeasible_fedavot_cvar_a0.40_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.50,4,4000,500,0,,0.213731,White,0.369433,0.369433,0.186778,0.303886,0.156831,0.0517244,adult_infeasible_fedavot_cvar_a0.40_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.60,0,4000,500,0,,0.211611,White,0.367906,0.367906,0.184975,0.308804,0.147968,0.0484043,adult_infeasible_fedavot_cvar_a0.40_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.60,1,4000,500,0,,0.211093,White,0.366871,0.366871,0.182344,0.309902,0.148755,0.0475939,adult_infeasible_fedavot_cvar_a0.40_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.60,2,4000,500,0,,0.21119,White,0.365894,0.365894,0.183526,0.312372,0.147404,0.0467523,adult_infeasible_fedavot_cvar_a0.40_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.60,3,4000,500,0,,0.211505,White,0.367343,0.367343,0.184885,0.310757,0.147058,0.0474813,adult_infeasible_fedavot_cvar_a0.40_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.60,4,4000,500,0,,0.211813,White,0.37097,0.37097,0.184453,0.306222,0.150529,0.0468922,adult_infeasible_fedavot_cvar_a0.40_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.70,0,4000,500,0,,0.209998,White,0.36998,0.36998,0.182834,0.311509,0.141881,0.043786,adult_infeasible_fedavot_cvar_a0.40_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.70,1,4000,500,0,,0.209584,White,0.36884,0.36884,0.180599,0.312784,0.142552,0.0431429,adult_infeasible_fedavot_cvar_a0.40_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.70,2,4000,500,0,,0.209694,White,0.368048,0.368048,0.181672,0.315138,0.141454,0.0421571,adult_infeasible_fedavot_cvar_a0.40_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.70,3,4000,500,0,,0.209966,White,0.369417,0.369417,0.183017,0.313349,0.140813,0.0432352,adult_infeasible_fedavot_cvar_a0.40_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.70,4,4000,500,0,,0.210183,White,0.37276,0.37276,0.182298,0.30903,0.144277,0.0425484,adult_infeasible_fedavot_cvar_a0.40_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.80,0,4000,500,0,,0.208704,White,0.372401,0.372401,0.180856,0.31501,0.135659,0.0395946,adult_infeasible_fedavot_cvar_a0.40_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.80,1,4000,500,0,,0.208417,White,0.371301,0.371301,0.179035,0.316334,0.136257,0.039159,adult_infeasible_fedavot_cvar_a0.40_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.80,2,4000,500,0,,0.208536,White,0.370605,0.370605,0.179967,0.318567,0.135466,0.038077,adult_infeasible_fedavot_cvar_a0.40_g0.80_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.80,3,4000,500,0,,0.208726,White,0.371905,0.371905,0.181211,0.316565,0.134555,0.039394,adult_infeasible_fedavot_cvar_a0.40_g0.80_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.80,4,4000,500,0,,0.208846,White,0.37498,0.37498,0.18027,0.312475,0.13791,0.0385955,adult_infeasible_fedavot_cvar_a0.40_g0.80_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.90,0,4000,500,0,,0.207798,White,0.375299,0.375299,0.179094,0.319568,0.129352,0.0356797,adult_infeasible_fedavot_cvar_a0.40_g0.90_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.90,1,4000,500,0,,0.207646,White,0.374355,0.374355,0.177574,0.32096,0.129819,0.0355216,adult_infeasible_fedavot_cvar_a0.40_g0.90_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.90,2,4000,500,0,,0.207772,White,0.373728,0.373728,0.178402,0.322934,0.129398,0.0343954,adult_infeasible_fedavot_cvar_a0.40_g0.90_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.90,3,4000,500,0,,0.207868,White,0.374952,0.374952,0.179587,0.320799,0.128176,0.0358269,adult_infeasible_fedavot_cvar_a0.40_g0.90_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,0.90,4,4000,500,0,,0.207897,White,0.377718,0.377718,0.178445,0.316942,0.131456,0.0349265,adult_infeasible_fedavot_cvar_a0.40_g0.90_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.40,1.00,0,4000,500,0,,0.207451,White,0.378738,0.378738,0.177632,0.326246,0.122677,0.0319608,adult_infeasible_fedavot_cvar_a0.40_g1.00_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.40,1.00,1,4000,500,0,,0.207404,White,0.377957,0.377957,0.176328,0.327636,0.122979,0.0321195,adult_infeasible_fedavot_cvar_a0.40_g1.00_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.40,1.00,2,4000,500,0,,0.20753,White,0.377404,0.377404,0.176948,0.32956,0.122766,0.0309709,adult_infeasible_fedavot_cvar_a0.40_g1.00_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.40,1.00,3,4000,500,0,,0.207543,White,0.378558,0.378558,0.178172,0.327176,0.121377,0.0324318,adult_infeasible_fedavot_cvar_a0.40_g1.00_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.40,1.00,4,4000,500,0,,0.207472,White,0.380953,0.380953,0.176878,0.323392,0.124661,0.031478,adult_infeasible_fedavot_cvar_a0.40_g1.00_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.10,0,4000,500,0,,0.222042,White,0.361519,0.361519,0.185353,0.303008,0.160439,0.0998892,adult_infeasible_fedavot_cvar_a0.50_g0.10_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.10,1,4000,500,0,,0.220824,White,0.36058,0.36058,0.182281,0.305088,0.159544,0.0966275,adult_infeasible_fedavot_cvar_a0.50_g0.10_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.10,2,4000,500,0,,0.221125,White,0.359255,0.359255,0.183733,0.306366,0.157919,0.0983519,adult_infeasible_fedavot_cvar_a0.50_g0.10_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.10,3,4000,500,0,,0.221695,White,0.360145,0.360145,0.185216,0.305135,0.159427,0.0985526,adult_infeasible_fedavot_cvar_a0.50_g0.10_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.10,4,4000,500,0,,0.22167,White,0.364446,0.364446,0.185189,0.299661,0.163515,0.0955405,adult_infeasible_fedavot_cvar_a0.50_g0.10_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.20,0,4000,500,0,,0.217334,White,0.36265,0.36265,0.18381,0.303268,0.158044,0.0788986,adult_infeasible_fedavot_cvar_a0.50_g0.20_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.20,1,4000,500,0,,0.216607,White,0.36159,0.36159,0.180932,0.305436,0.157476,0.0776021,adult_infeasible_fedavot_cvar_a0.50_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.20,2,4000,500,0,,0.216528,White,0.360475,0.360475,0.18232,0.30673,0.155941,0.0771752,adult_infeasible_fedavot_cvar_a0.50_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.20,3,4000,500,0,,0.216991,White,0.361346,0.361346,0.183814,0.305416,0.157011,0.0773667,adult_infeasible_fedavot_cvar_a0.50_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.20,4,4000,500,0,,0.217134,White,0.365501,0.365501,0.183626,0.300099,0.161025,0.0754172,adult_infeasible_fedavot_cvar_a0.50_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.30,0,4000,500,0,,0.214675,White,0.363961,0.363961,0.182293,0.304043,0.155431,0.0676456,adult_infeasible_fedavot_cvar_a0.50_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.30,1,4000,500,0,,0.214149,White,0.362895,0.362895,0.179727,0.306158,0.154875,0.0670887,adult_infeasible_fedavot_cvar_a0.50_g0.30_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.30,2,4000,500,0,,0.214032,White,0.361979,0.361979,0.181059,0.307377,0.153743,0.0660028,adult_infeasible_fedavot_cvar_a0.50_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.30,3,4000,500,0,,0.214416,White,0.362763,0.362763,0.182489,0.306018,0.154464,0.0663452,adult_infeasible_fedavot_cvar_a0.50_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.30,4,4000,500,0,,0.214601,White,0.36673,0.36673,0.18215,0.300949,0.158261,0.0649123,adult_infeasible_fedavot_cvar_a0.50_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.40,0,4000,500,0,,0.212703,White,0.3655,0.3655,0.18099,0.305138,0.152502,0.059387,adult_infeasible_fedavot_cvar_a0.50_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.40,1,4000,500,0,,0.212305,White,0.364388,0.364388,0.178632,0.307282,0.152124,0.0590984,adult_infeasible_fedavot_cvar_a0.50_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.40,2,4000,500,0,,0.212212,White,0.363622,0.363622,0.179915,0.308501,0.151208,0.0578161,adult_infeasible_fedavot_cvar_a0.50_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.40,3,4000,500,0,,0.212525,White,0.364412,0.364412,0.181246,0.307016,0.151487,0.058463,adult_infeasible_fedavot_cvar_a0.50_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.40,4,4000,500,0,,0.212697,White,0.368174,0.368174,0.180837,0.302192,0.155078,0.0572046,adult_infeasible_fedavot_cvar_a0.50_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.50,0,4000,500,0,,0.211132,White,0.367165,0.367165,0.179934,0.306701,0.149108,0.052754,adult_infeasible_fedavot_cvar_a0.50_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.50,1,4000,500,0,,0.210833,White,0.366101,0.366101,0.177665,0.308812,0.148979,0.0526057,adult_infeasible_fedavot_cvar_a0.50_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.50,2,4000,500,0,,0.210764,White,0.365415,0.365415,0.178919,0.310102,0.14815,0.0512341,adult_infeasible_fedavot_cvar_a0.50_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.50,3,4000,500,0,,0.21102,White,0.366209,0.366209,0.180128,0.308495,0.148099,0.0521686,adult_infeasible_fedavot_cvar_a0.50_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.50,4,4000,500,0,,0.211172,White,0.369774,0.369774,0.179622,0.303891,0.151633,0.0509386,adult_infeasible_fedavot_cvar_a0.50_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.60,0,4000,500,0,,0.209854,White,0.368944,0.368944,0.178948,0.308942,0.145265,0.0471716,adult_infeasible_fedavot_cvar_a0.50_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.60,1,4000,500,0,,0.209641,White,0.367996,0.367996,0.176875,0.310821,0.14539,0.0471242,adult_infeasible_fedavot_cvar_a0.50_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.60,2,4000,500,0,,0.209602,White,0.367332,0.367332,0.178004,0.312267,0.144666,0.0457394,adult_infeasible_fedavot_cvar_a0.50_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.60,3,4000,500,0,,0.209808,White,0.368167,0.368167,0.179159,0.310445,0.144376,0.0468945,adult_infeasible_fedavot_cvar_a0.50_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.60,4,4000,500,0,,0.209915,White,0.37157,0.37157,0.178596,0.306155,0.147479,0.045773,adult_infeasible_fedavot_cvar_a0.50_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.70,0,4000,500,0,,0.208829,White,0.370945,0.370945,0.178179,0.311812,0.140763,0.0424485,adult_infeasible_fedavot_cvar_a0.50_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.70,1,4000,500,0,,0.208682,White,0.370063,0.370063,0.17624,0.313593,0.141021,0.0424952,adult_infeasible_fedavot_cvar_a0.50_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.70,2,4000,500,0,,0.208688,White,0.369409,0.369409,0.177236,0.315142,0.140556,0.0410981,adult_infeasible_fedavot_cvar_a0.50_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.70,3,4000,500,0,,0.208831,White,0.370311,0.370311,0.178387,0.313126,0.139883,0.0424471,adult_infeasible_fedavot_cvar_a0.50_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.70,4,4000,500,0,,0.208909,White,0.373528,0.373528,0.177677,0.308991,0.142999,0.0413513,adult_infeasible_fedavot_cvar_a0.50_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.80,0,4000,500,0,,0.208054,White,0.373184,0.373184,0.177644,0.315547,0.13546,0.0384357,adult_infeasible_fedavot_cvar_a0.50_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.80,1,4000,500,0,,0.207963,White,0.372319,0.372319,0.175923,0.317175,0.135916,0.0384807,adult_infeasible_fedavot_cvar_a0.50_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.50,0.80,2,4000,500,0,,0.208009,White,0.37174,0.37174,0.176789,0.318823,0.135484,0.0372053,adult_infeasible_fedavot_cvar_a0.50_g0.80_seed2.csv.gz
