age,path,split
57,imdb_crop/44/nm0000044_rm3731667456_1913-11-2_1971.jpg,train
57,imdb_crop/44/nm0000044_rm3748444672_1913-11-2_1971.jpg,test
63,imdb_crop/44/nm0000044_rm426490368_1913-11-2_1977.jpg,train
51,imdb_crop/44/nm0000044_rm557417728_1913-11-2_1965.jpg,train
57,imdb_crop/44/nm0000044_rm677296896_1913-11-2_1971.jpg,val
57,imdb_crop/44/nm0000044_rm710851328_1913-11-2_1971.jpg,train
51,imdb_crop/44/nm0000044_rm725189888_1913-11-2_1965.jpg,train
51,imdb_crop/44/nm0000044_rm758744320_1913-11-2_1965.jpg,train
57,imdb_crop/44/nm0000044_rm761182976_1913-11-2_1971.jpg,train
32,imdb_crop/45/nm0000045_rm1015001088_1940-11-27_1973.jpg,train
32,imdb_crop/45/nm0000045_rm1031778304_1940-11-27_1973.jpg,train
37,imdb_crop/45/nm0000045_rm1202231552_1940-11-27_1978.jpg,train
31,imdb_crop/45/nm0000045_rm1933154304_1940-11-27_1972.jpg,train
30,imdb_crop/45/nm0000045_rm2967116032_1940-11-27_1971.jpg,train
32,imdb_crop/45/nm0000045_rm981446656_1940-11-27_1973.jpg,train
32,imdb_crop/45/nm0000045_rm998223872_1940-11-27_1973.jpg,train
47,imdb_crop/46/nm0000046_rm958967808_1913-11-5_1961.jpg,train
47,imdb_crop/46/nm0000046_rm975745024_1913-11-5_1961.jpg,train
35,imdb_crop/47/nm0000047_rm1106296320_1934-9-20_1970.jpg,train
74,imdb_crop/47/nm0000047_rm1306102528_1934-9-20_2009.jpg,val
79,imdb_crop/47/nm0000047_rm1346358784_1934-9-20_2014.jpg,train
60,imdb_crop/47/nm0000047_rm1440974592_1934-9-20_1995.jpg,train
60,imdb_crop/47/nm0000047_rm1474529024_1934-9-20_1995.jpg,train
67,imdb_crop/47/nm0000047_rm1563073280_1934-9-20_2002.jpg,train
79,imdb_crop/47/nm0000047_rm1564462592_1934-9-20_2014.jpg,val
67,imdb_crop/47/nm0000047_rm1579850496_1934-9-20_2002.jpg,test
67,imdb_crop/47/nm0000047_rm1596627712_1934-9-20_2002.jpg,val
79,imdb_crop/47/nm0000047_rm1598017024_1934-9-20_2014.jpg,test
67,imdb_crop/47/nm0000047_rm1641650944_1934-9-20_2002.jpg,train
35,imdb_crop/47/nm0000047_rm1643167232_1934-9-20_1970.jpg,train
58,imdb_crop/47/nm0000047_rm1718715392_1934-9-20_1993.jpg,train
58,imdb_crop/47/nm0000047_rm1735492608_1934-9-20_1993.jpg,train
79,imdb_crop/47/nm0000047_rm193449728_1934-9-20_2014.jpg,train
41,imdb_crop/47/nm0000047_rm2122436096_1934-9-20_1976.jpg,train
28,imdb_crop/47/nm0000047_rm2465906176_1934-9-20_1963.jpg,train
28,imdb_crop/47/nm0000047_rm2499460608_1934-9-20_1963.jpg,train
79,imdb_crop/47/nm0000047_rm2849623808_1934-9-20_2014.jpg,test
74,imdb_crop/47/nm0000047_rm2882899456_1934-9-20_2009.jpg,train
29,imdb_crop/47/nm0000047_rm3242118656_1934-9-20_1964.jpg,train
29,imdb_crop/47/nm0000047_rm3292450304_1934-9-20_1964.jpg,train
29,imdb_crop/47/nm0000047_rm3342781952_1934-9-20_1964.jpg,train
67,imdb_crop/47/nm0000047_rm3411515904_1934-9-20_2002.jpg,train
67,imdb_crop/47/nm0000047_rm3495401984_1934-9-20_2002.jpg,train
67,imdb_crop/47/nm0000047_rm3512179200_1934-9-20_2002.jpg,train
29,imdb_crop/47/nm0000047_rm3573071360_1934-9-20_1964.jpg,train
31,imdb_crop/47/nm0000047_rm3683175936_1934-9-20_1966.jpg,train
31,imdb_crop/47/nm0000047_rm3716730368_1934-9-20_1966.jpg,train
63,imdb_crop/47/nm0000047_rm3937572864_1934-9-20_1998.jpg,train
63,imdb_crop/47/nm0000047_rm4138899456_1934-9-20_1998.jpg,train
37,imdb_crop/47/nm0000047_rm625457664_1934-9-20_1972.jpg,train
67,imdb_crop/47/nm0000047_rm680237056_1934-9-20_2002.jpg,train
74,imdb_crop/47/nm0000047_rm754749184_1934-9-20_2009.jpg,train
74,imdb_crop/47/nm0000047_rm771526400_1934-9-20_2009.jpg,train
74,imdb_crop/47/nm0000047_rm788303616_1934-9-20_2009.jpg,train
67,imdb_crop/47/nm0000047_rm915118080_1934-9-20_2002.jpg,test
67,imdb_crop/47/nm0000047_rm931895296_1934-9-20_2002.jpg,train
59,imdb_crop/48/nm0000048_rm181648128_1904-6-26_1963.jpg,train
58,imdb_crop/48/nm0000048_rm3680680704_1904-6-26_1962.jpg,train
59,imdb_crop/48/nm0000048_rm399751936_1904-6-26_1963.jpg,train
58,imdb_crop/48/nm0000048_rm761510656_1904-6-26_1962.jpg,train
58,imdb_crop/48/nm0000048_rm778287872_1904-6-26_1962.jpg,train
74,imdb_crop/51/nm0000051_rm1579531008_1909-5-15_1983.jpg,test
53,imdb_crop/51/nm0000051_rm2301086720_1909-5-15_1962.jpg,train
53,imdb_crop/51/nm0000051_rm2351418368_1909-5-15_1962.jpg,train
53,imdb_crop/51/nm0000051_rm2368195584_1909-5-15_1962.jpg,test
53,imdb_crop/51/nm0000051_rm2670185472_1909-5-15_1962.jpg,train
69,imdb_crop/51/nm0000051_rm2939931648_1909-5-15_1978.jpg,val
38,imdb_crop/52/nm0000052_rm1066581504_1924-9-28_1963.jpg,train
36,imdb_crop/52/nm0000052_rm1502148864_1924-9-28_1961.jpg,train
36,imdb_crop/52/nm0000052_rm1518926080_1924-9-28_1961.jpg,train
45,imdb_crop/52/nm0000052_rm1643167232_1924-9-28_1970.jpg,train
36,imdb_crop/52/nm0000052_rm2246029824_1924-9-28_1961.jpg,train
36,imdb_crop/52/nm0000052_rm2262807040_1924-9-28_1961.jpg,train
36,imdb_crop/52/nm0000052_rm2710108416_1924-9-28_1961.jpg,train
36,imdb_crop/52/nm0000052_rm2726885632_1924-9-28_1961.jpg,train
58,imdb_crop/52/nm0000052_rm2803011072_1924-9-28_1983.jpg,train
36,imdb_crop/52/nm0000052_rm2810771712_1924-9-28_1961.jpg,train
36,imdb_crop/52/nm0000052_rm2944989440_1924-9-28_1961.jpg,train
39,imdb_crop/52/nm0000052_rm3258895872_1924-9-28_1964.jpg,train
39,imdb_crop/52/nm0000052_rm3275673088_1924-9-28_1964.jpg,train
61,imdb_crop/52/nm0000052_rm3417569792_1924-9-28_1986.jpg,train
39,imdb_crop/52/nm0000052_rm3522739712_1924-9-28_1964.jpg,train
38,imdb_crop/52/nm0000052_rm814923264_1924-9-28_1963.jpg,train
38,imdb_crop/52/nm0000052_rm831700480_1924-9-28_1963.jpg,train
38,imdb_crop/52/nm0000052_rm848477696_1924-9-28_1963.jpg,train
48,imdb_crop/53/nm0000053_rm2149691648_1917-8-6_1966.jpg,train
48,imdb_crop/53/nm0000053_rm2216800512_1917-8-6_1966.jpg,train
70,imdb_crop/53/nm0000053_rm2721549824_1917-8-6_1988.jpg,test
73,imdb_crop/53/nm0000053_rm3694235136_1917-8-6_1991.jpg,val
52,imdb_crop/53/nm0000053_rm539537408_1917-8-6_1970.jpg,train
52,imdb_crop/53/nm0000053_rm690532352_1917-8-6_1970.jpg,train
52,imdb_crop/53/nm0000053_rm791195648_1917-8-6_1970.jpg,train
86,imdb_crop/54/nm0000054_rm1933945600_1926-6-1_2012.jpg,test
35,imdb_crop/54/nm0000054_rm3223960064_1926-6-1_1961.jpg,train
35,imdb_crop/54/nm0000054_rm3509172736_1926-6-1_1961.jpg,train
35,imdb_crop/54/nm0000054_rm3559504384_1926-6-1_1961.jpg,train
35,imdb_crop/54/nm0000054_rm3576281600_1926-6-1_1961.jpg,train
47,imdb_crop/56/nm0000056_rm1083166208_1925-1-26_1972.jpg,train
47,imdb_crop/56/nm0000056_rm1099943424_1925-1-26_1972.jpg,train
47,imdb_crop/56/nm0000056_rm1150275072_1925-1-26_1972.jpg,test
61,imdb_crop/56/nm0000056_rm1204734976_1925-1-26_1986.jpg,test
47,imdb_crop/56/nm0000056_rm1284492800_1925-1-26_1972.jpg,train
47,imdb_crop/56/nm0000056_rm1318047232_1925-1-26_1972.jpg,train
56,imdb_crop/56/nm0000056_rm1525920512_1925-1-26_1981.jpg,train
57,imdb_crop/56/nm0000056_rm1541314816_1925-1-26_1982.jpg,train
57,imdb_crop/56/nm0000056_rm1574869248_1925-1-26_1982.jpg,train
44,imdb_crop/56/nm0000056_rm1716750080_1925-1-26_1969.jpg,train
48,imdb_crop/56/nm0000056_rm1784328192_1925-1-26_1973.jpg,train
49,imdb_crop/56/nm0000056_rm1983564800_1925-1-26_1974.jpg,train
49,imdb_crop/56/nm0000056_rm2019866624_1925-1-26_1974.jpg,train
49,imdb_crop/56/nm0000056_rm2050673664_1925-1-26_1974.jpg,train
57,imdb_crop/56/nm0000056_rm2191379968_1925-1-26_1982.jpg,train
56,imdb_crop/56/nm0000056_rm233801728_1925-1-26_1981.jpg,train
56,imdb_crop/56/nm0000056_rm250578944_1925-1-26_1981.jpg,train
42,imdb_crop/56/nm0000056_rm2718074624_1925-1-26_1967.jpg,train
42,imdb_crop/56/nm0000056_rm2751629056_1925-1-26_1967.jpg,train
36,imdb_crop/56/nm0000056_rm2919019264_1925-1-26_1961.jpg,train
42,imdb_crop/56/nm0000056_rm2936178432_1925-1-26_1967.jpg,train
77,imdb_crop/56/nm0000056_rm3045300480_1925-1-26_2002.jpg,test
73,imdb_crop/56/nm0000056_rm38705408_1925-1-26_1998.jpg,train
37,imdb_crop/56/nm0000056_rm4079595520_1925-1-26_1962.jpg,train
36,imdb_crop/56/nm0000056_rm4105470208_1925-1-26_1961.jpg,train
37,imdb_crop/56/nm0000056_rm4113149952_1925-1-26_1962.jpg,train
36,imdb_crop/56/nm0000056_rm4122247424_1925-1-26_1961.jpg,train
73,imdb_crop/56/nm0000056_rm72259840_1925-1-26_1998.jpg,test
41,imdb_crop/56/nm0000056_rm76205568_1925-1-26_1966.jpg,train
41,imdb_crop/56/nm0000056_rm831180288_1925-1-26_1966.jpg,train
57,imdb_crop/57/nm0000057_rm1925285120_1910-3-1_1967.jpg,train
72,imdb_crop/57/nm0000057_rm3094840320_1910-3-1_1982.jpg,test
59,imdb_crop/57/nm0000057_rm3603560192_1910-3-1_1969.jpg,train
53,imdb_crop/57/nm0000057_rm3786853888_1910-3-1_1963.jpg,train
53,imdb_crop/57/nm0000057_rm4269179904_1910-3-1_1963.jpg,train
51,imdb_crop/57/nm0000057_rm95866368_1910-3-1_1961.jpg,train
42,imdb_crop/58/nm0000058_rm2569522176_1920-8-17_1963.jpg,train
42,imdb_crop/58/nm0000058_rm2586299392_1920-8-17_1963.jpg,train
42,imdb_crop/58/nm0000058_rm2619853824_1920-8-17_1963.jpg,train
42,imdb_crop/58/nm0000058_rm3861367808_1920-8-17_1963.jpg,train
72,imdb_crop/59/nm0000059_rm1245498368_1907-5-22_1979.jpg,train
69,imdb_crop/59/nm0000059_rm209899008_1907-5-22_1976.jpg,train
69,imdb_crop/59/nm0000059_rm226676224_1907-5-22_1976.jpg,train
